Weekly_Sales_sum,Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,week_nbr,Size,Type_A,Type_B,Type_C
1340199.8599999999,1,2010-10-22,69.86,2.725,211.8612937,7.837999999999999,False,38,151315,1,0,0
1384508.5,1,2010-10-29,69.64,2.716,211.9088438,7.837999999999999,False,39,151315,1,0,0
1547133.5999999996,1,2010-11-05,58.74,2.689,211.9563939,7.837999999999999,False,40,151315,1,0,0
1508080.02,1,2010-11-12,59.61,2.728,212.003944,7.837999999999999,False,41,151315,1,0,0
1496980.0500000007,1,2010-11-19,51.41,2.7710000000000004,211.8896737,7.837999999999999,False,42,151315,1,0,0
1920824.5699999996,1,2010-11-26,64.52,2.735,211.7484333,7.837999999999999,True,43,151315,1,0,0
1502214.6199999994,1,2010-12-03,49.27,2.708,211.607193,7.837999999999999,False,44,151315,1,0,0
1641810.76,1,2010-12-10,46.33,2.843,211.4659526,7.837999999999999,False,45,151315,1,0,0
1860185.9199999992,1,2010-12-17,49.84,2.869,211.4053124,7.837999999999999,False,46,151315,1,0,0
2363079.7899999996,1,2010-12-24,52.33,2.886,211.4051222,7.837999999999999,False,47,151315,1,0,0
1359563.5199999998,1,2010-12-31,48.43,2.943,211.4049321,7.837999999999999,True,48,151315,1,0,0
1467575.2199999995,1,2011-01-07,48.27,2.9760000000000004,211.40474190000003,7.742000000000001,False,49,151315,1,0,0
1414048.3499999996,1,2011-01-14,35.4,2.983,211.4574109,7.742000000000001,False,50,151315,1,0,0
1354828.2900000003,1,2011-01-21,44.04,3.016,211.82723430000004,7.742000000000001,False,51,151315,1,0,0
1332501.7899999998,1,2011-01-28,43.83,3.01,212.1970577,7.742000000000001,False,52,151315,1,0,0
1613301.1400000001,1,2011-02-04,42.27,2.989,212.5668812,7.742000000000001,False,53,151315,1,0,0
1647560.0300000003,1,2011-02-11,36.39,3.022,212.9367046,7.742000000000001,True,54,151315,1,0,0
1667822.5399999996,1,2011-02-18,57.36,3.045,213.2478853,7.742000000000001,False,55,151315,1,0,0
1459200.58,1,2011-02-25,62.9,3.065,213.535609,7.742000000000001,False,56,151315,1,0,0
1639729.05,1,2011-03-04,59.58,3.2880000000000003,213.8233327,7.742000000000001,False,57,151315,1,0,0
1557937.92,1,2011-03-11,53.56,3.459,214.1110564,7.742000000000001,False,58,151315,1,0,0
1576908.9999999998,1,2011-03-18,62.76,3.488,214.3627114,7.742000000000001,False,59,151315,1,0,0
1524839.0300000003,1,2011-03-25,69.97,3.4730000000000003,214.5999389,7.742000000000001,False,60,151315,1,0,0
1491439.69,1,2011-04-01,59.17,3.524,214.8371664,7.682,False,61,151315,1,0,0
1608972.3900000004,1,2011-04-08,67.84,3.622,215.0743939,7.682,False,62,151315,1,0,0
1555916.9599999995,1,2011-04-15,71.27,3.743,215.2918561,7.682,False,63,151315,1,0,0
1549747.0000000002,1,2011-04-22,72.99,3.807,215.45990530000003,7.682,False,64,151315,1,0,0
1449492.6899999997,1,2011-04-29,72.03,3.81,215.6279544,7.682,False,65,151315,1,0,0
1629245.2100000002,1,2011-05-06,64.61,3.906,215.7960035,7.682,False,66,151315,1,0,0
1608751.18,1,2011-05-13,75.64,3.899,215.9640526,7.682,False,67,151315,1,0,0
1432879.8099999998,1,2011-05-20,67.63,3.907,215.7339202,7.682,False,68,151315,1,0,0
1461973.7299999997,1,2011-05-27,77.72,3.786,215.5037878,7.682,False,69,151315,1,0,0
1638802.0800000003,1,2011-06-03,83.0,3.699,215.27365530000003,7.682,False,70,151315,1,0,0
1597476.1599999995,1,2011-06-10,83.13,3.648,215.04352290000003,7.682,False,71,151315,1,0,0
1536419.6199999994,1,2011-06-17,86.41,3.637,214.9980596,7.682,False,72,151315,1,0,0
1449637.5300000005,1,2011-06-24,83.58,3.594,215.0910982,7.682,False,73,151315,1,0,0
1526497.15,1,2011-07-01,85.55,3.524,215.18413680000003,7.9620000000000015,False,74,151315,1,0,0
1572845.0000000002,1,2011-07-08,85.83,3.48,215.27717540000003,7.9620000000000015,False,75,151315,1,0,0
1495798.9400000002,1,2011-07-15,88.54,3.575,215.3611087,7.9620000000000015,False,76,151315,1,0,0
1435613.3700000006,1,2011-07-22,85.77,3.651,215.4222784,7.9620000000000015,False,77,151315,1,0,0
1382801.3199999996,1,2011-07-29,86.83,3.682,215.4834482,7.9620000000000015,False,78,151315,1,0,0
1650552.8000000003,1,2011-08-05,91.65,3.684,215.544618,7.9620000000000015,False,79,151315,1,0,0
1536765.4500000002,1,2011-08-12,90.76,3.638,215.6057878,7.9620000000000015,False,80,151315,1,0,0
1530304.8800000001,1,2011-08-19,89.94,3.554,215.6693107,7.9620000000000015,False,81,151315,1,0,0
1469347.8199999998,1,2011-08-26,87.96,3.523,215.7332258,7.9620000000000015,False,82,151315,1,0,0
1557027.82,1,2011-09-02,87.83,3.533,215.7971409,7.9620000000000015,False,83,151315,1,0,0
1548327.5500000003,1,2011-09-09,76.0,3.5460000000000003,215.861056,7.9620000000000015,True,84,151315,1,0,0
1526621.1599999997,1,2011-09-16,79.94,3.526,216.0410526,7.9620000000000015,False,85,151315,1,0,0
1403857.26,1,2011-09-23,75.8,3.467,216.3758246,7.9620000000000015,False,86,151315,1,0,0
1392876.06,1,2011-09-30,79.69,3.355,216.7105965,7.9620000000000015,False,87,151315,1,0,0
1629187.1099999994,1,2011-10-07,69.31,3.285,217.0453684,7.866,False,88,151315,1,0,0
1489197.5899999996,1,2011-10-14,71.74,3.274,217.3552733,7.866,False,89,151315,1,0,0
1502020.87,1,2011-10-21,63.71,3.353,217.5159762,7.866,False,90,151315,1,0,0
1433387.4000000001,1,2011-10-28,66.57,3.372,217.6766791,7.866,False,91,151315,1,0,0
1706507.4999999995,1,2011-11-04,54.98,3.332,217.837382,7.866,False,92,151315,1,0,0
1612233.3300000003,1,2011-11-11,59.11,3.297,217.9980849,7.866,False,93,151315,1,0,0
1536186.02,1,2011-11-18,62.25,3.3080000000000003,218.2205088,7.866,False,94,151315,1,0,0
1985828.9400000002,1,2011-11-25,60.14,3.236,218.4676211,7.866,True,95,151315,1,0,0
1540961.5,1,2011-12-02,48.91,3.172,218.7147333,7.866,False,96,151315,1,0,0
1767816.45,1,2011-12-09,43.93,3.158,218.9618456,7.866,False,97,151315,1,0,0
1845772.6599999997,1,2011-12-16,51.63,3.159,219.17945330000003,7.866,False,98,151315,1,0,0
2237133.59,1,2011-12-23,47.96,3.112,219.3577216,7.866,False,99,151315,1,0,0
1482063.5699999996,1,2011-12-30,44.55,3.129,219.5359898,7.866,True,100,151315,1,0,0
1551853.3999999997,1,2012-01-06,49.01,3.157,219.7142581,7.348,False,101,151315,1,0,0
1470916.0800000003,1,2012-01-13,48.53,3.261,219.8925263,7.348,False,102,151315,1,0,0
1400681.26,1,2012-01-20,54.11,3.268,219.9856893,7.348,False,103,151315,1,0,0
1325505.3000000003,1,2012-01-27,54.26,3.29,220.0788523,7.348,False,104,151315,1,0,0
1638471.02,1,2012-02-03,56.55,3.36,220.1720153,7.348,False,105,151315,1,0,0
1803715.1300000001,1,2012-02-10,48.02,3.409,220.26517830000003,7.348,True,106,151315,1,0,0
1795903.16,1,2012-02-17,45.32,3.51,220.4257586,7.348,False,107,151315,1,0,0
1545647.9300000004,1,2012-02-24,57.25,3.555,220.636902,7.348,False,108,151315,1,0,0
1690441.2699999998,1,2012-03-02,60.96,3.63,220.8480454,7.348,False,109,151315,1,0,0
1687684.5899999999,1,2012-03-09,58.76,3.669,221.0591887,7.348,False,110,151315,1,0,0
1681334.02,1,2012-03-16,64.74,3.734,221.2118132,7.348,False,111,151315,1,0,0
1524879.2899999998,1,2012-03-23,65.93,3.787,221.2864126,7.348,False,112,151315,1,0,0
1644225.38,1,2012-03-30,67.61,3.845,221.3610119,7.348,False,113,151315,1,0,0
1875137.9499999997,1,2012-04-06,70.43,3.891,221.4356112,7.143,False,114,151315,1,0,0
1619103.2600000002,1,2012-04-13,69.07,3.891,221.5102105,7.143,False,115,151315,1,0,0
1518968.8099999998,1,2012-04-20,66.76,3.877,221.5640737,7.143,False,116,151315,1,0,0
1466216.2599999995,1,2012-04-27,67.23,3.814,221.6179368,7.143,False,117,151315,1,0,0
1679027.7300000002,1,2012-05-04,75.55,3.749,221.6718,7.143,False,118,151315,1,0,0
1606101.06,1,2012-05-11,73.77,3.688,221.7256632,7.143,False,119,151315,1,0,0
1590826.66,1,2012-05-18,70.33,3.63,221.742674,7.143,False,120,151315,1,0,0
1550644.0800000003,1,2012-05-25,77.22,3.5610000000000004,221.744944,7.143,False,121,151315,1,0,0
1619220.6100000006,1,2012-06-01,77.95,3.5010000000000003,221.7472139,7.143,False,122,151315,1,0,0
1659569.0300000003,1,2012-06-08,78.3,3.452,221.7494839,7.143,False,123,151315,1,0,0
1591919.6999999997,1,2012-06-15,79.35,3.393,221.7626421,7.143,False,124,151315,1,0,0
1491393.8199999998,1,2012-06-22,78.39,3.346,221.8030211,7.143,False,125,151315,1,0,0
1498429.0600000003,1,2012-06-29,84.88,3.286,221.8434,7.143,False,126,151315,1,0,0
1722667.2799999998,1,2012-07-06,81.57,3.227,221.8837789,6.908,False,127,151315,1,0,0
1492829.77,1,2012-07-13,77.12,3.256,221.9241579,6.908,False,128,151315,1,0,0
1459874.2300000002,1,2012-07-20,80.42,3.3110000000000004,221.9327267,6.908,False,129,151315,1,0,0
1404978.8800000004,1,2012-07-27,82.66,3.407,221.9412954,6.908,False,130,151315,1,0,0
1592178.2799999996,1,2012-08-03,86.11,3.417,221.9498642,6.908,False,131,151315,1,0,0
1557263.6500000001,1,2012-08-10,85.05,3.494,221.9584329,6.908,False,132,151315,1,0,0
1558826.8600000003,1,2012-08-17,84.85,3.571,222.03841090000003,6.908,False,133,151315,1,0,0
1460403.9300000004,1,2012-08-24,77.66,3.62,222.1719457,6.908,False,134,151315,1,0,0
1543452.54,1,2012-08-31,80.49,3.638,222.3054805,6.908,False,135,151315,1,0,0
1620244.8799999997,1,2012-09-07,83.96,3.73,222.4390153,6.908,True,136,151315,1,0,0
1483143.8699999999,1,2012-09-14,74.97,3.717,222.5820193,6.908,False,137,151315,1,0,0
1468159.47,1,2012-09-21,69.87,3.721,222.7818386,6.908,False,138,151315,1,0,0
1394317.5100000002,1,2012-09-28,76.08,3.666,222.9816579,6.908,False,139,151315,1,0,0
1628271.3599999999,1,2012-10-05,68.55,3.617,223.1814772,6.573,False,140,151315,1,0,0
1529145.21,1,2012-10-12,62.99,3.6010000000000004,223.3812965,6.573,False,141,151315,1,0,0
1459573.55,1,2012-10-19,67.97,3.594,223.4257233,6.573,False,142,151315,1,0,0
1435506.72,1,2012-10-26,69.16,3.506,223.4442513,6.573,False,143,151315,1,0,0
2138513.88,2,2010-02-05,40.19,2.572,210.75260530000003,8.324,False,1,202307,1,0,0
2136793.519999999,2,2010-02-12,38.49,2.548,210.8979935,8.324,True,2,202307,1,0,0
2125976.5400000005,2,2010-02-19,39.69,2.514,210.9451605,8.324,False,3,202307,1,0,0
1865273.03,2,2010-02-26,46.1,2.5610000000000004,210.97595730000003,8.324,False,4,202307,1,0,0
1990703.35,2,2010-03-05,47.17,2.625,211.0067542,8.324,False,5,202307,1,0,0
1989480.2799999998,2,2010-03-12,57.56,2.667,211.037551,8.324,False,6,202307,1,0,0
1947186.0200000005,2,2010-03-19,54.52,2.72,210.8733316,8.324,False,7,202307,1,0,0
1749168.31,2,2010-03-26,51.26,2.732,210.6766095,8.324,False,8,202307,1,0,0
2066656.7199999995,2,2010-04-02,63.27,2.719,210.4798874,8.2,False,9,202307,1,0,0
1954832.2900000003,2,2010-04-09,65.41,2.77,210.2831653,8.2,False,10,202307,1,0,0
1875090.1600000004,2,2010-04-16,68.07,2.8080000000000003,210.1495463,8.2,False,11,202307,1,0,0
1822546.89,2,2010-04-23,65.11,2.795,210.1000648,8.2,False,12,202307,1,0,0
1806256.53,2,2010-04-30,66.98,2.78,210.0505833,8.2,False,13,202307,1,0,0
2043377.1600000004,2,2010-05-07,71.28,2.835,210.0011018,8.2,False,14,202307,1,0,0
1885238.3999999994,2,2010-05-14,73.31,2.854,209.9984585,8.2,False,15,202307,1,0,0
1902287.5999999994,2,2010-05-21,74.83,2.826,210.2768443,8.2,False,16,202307,1,0,0
1958218.5999999996,2,2010-05-28,81.13,2.759,210.5552301,8.2,False,17,202307,1,0,0
2102734.8699999996,2,2010-06-04,81.81,2.705,210.833616,8.2,False,18,202307,1,0,0
2027694.13,2,2010-06-11,83.4,2.668,211.1120018,8.2,False,19,202307,1,0,0
2002829.79,2,2010-06-18,85.81,2.637,211.1096543,8.2,False,20,202307,1,0,0
1940731.04,2,2010-06-25,86.26,2.653,210.9950134,8.2,False,21,202307,1,0,0
2003999.9300000006,2,2010-07-02,82.74,2.669,210.8803726,8.099,False,22,202307,1,0,0
1881875.8799999997,2,2010-07-09,82.59,2.642,210.7657317,8.099,False,23,202307,1,0,0
1851215.3900000004,2,2010-07-16,85.32,2.623,210.7577954,8.099,False,24,202307,1,0,0
1787554.1300000001,2,2010-07-23,87.66,2.608,210.8921319,8.099,False,25,202307,1,0,0
1813274.7200000004,2,2010-07-30,83.49,2.64,211.0264684,8.099,False,26,202307,1,0,0
2001666.4199999997,2,2010-08-06,89.53,2.627,211.1608049,8.099,False,27,202307,1,0,0
1907473.4399999997,2,2010-08-13,89.05,2.692,211.2951413,8.099,False,28,202307,1,0,0
1983710.2300000002,2,2010-08-20,88.7,2.664,211.2596586,8.099,False,29,202307,1,0,0
1901451.3500000003,2,2010-08-27,87.12,2.619,211.2241759,8.099,False,30,202307,1,0,0
1920026.2699999998,2,2010-09-03,81.83,2.577,211.1886931,8.099,False,31,202307,1,0,0
1851620.98,2,2010-09-10,79.09,2.565,211.15321040000003,8.099,True,32,202307,1,0,0
1813772.29,2,2010-09-17,82.05,2.582,211.1806415,8.099,False,33,202307,1,0,0
1769426.6800000002,2,2010-09-24,81.79,2.624,211.2552578,8.099,False,34,202307,1,0,0
1890640.5999999999,2,2010-10-01,69.24,2.603,211.3298742,8.163,False,35,202307,1,0,0
1903843.7300000002,2,2010-10-08,63.19,2.633,211.4044906,8.163,False,36,202307,1,0,0
1839133.48,2,2010-10-15,65.8,2.72,211.4713286,8.163,False,37,202307,1,0,0
1764290.42,2,2010-10-22,68.5,2.725,211.5187208,8.163,False,38,202307,1,0,0
1797726.28,2,2010-10-29,66.24,2.716,211.5661131,8.163,False,39,202307,1,0,0
1925906.27,2,2010-11-05,57.85,2.689,211.61350530000004,8.163,False,40,202307,1,0,0
1905687.2700000003,2,2010-11-12,59.69,2.728,211.6608975,8.163,False,41,202307,1,0,0
1938416.5100000002,2,2010-11-19,50.81,2.7710000000000004,211.5470304,8.163,False,42,202307,1,0,0
2612943.9000000004,2,2010-11-26,62.98,2.735,211.4062867,8.163,True,43,202307,1,0,0
1949283.1400000001,2,2010-12-03,49.33,2.708,211.265543,8.163,False,44,202307,1,0,0
2337059.0200000005,2,2010-12-10,45.5,2.843,211.12479930000003,8.163,False,45,202307,1,0,0
2581909.15,2,2010-12-17,47.55,2.869,211.0645458,8.163,False,46,202307,1,0,0
3390689.23,2,2010-12-24,49.97,2.886,211.0646599,8.163,False,47,202307,1,0,0
1718174.99,2,2010-12-31,47.3,2.943,211.06477400000003,8.163,True,48,202307,1,0,0
1749809.8499999996,2,2011-01-07,44.69,2.9760000000000004,211.0648881,8.027999999999999,False,49,202307,1,0,0
1742349.4399999997,2,2011-01-14,33.02,2.983,211.1176713,8.027999999999999,False,50,202307,1,0,0
1752190.4100000004,2,2011-01-21,41.4,3.016,211.4864691,8.027999999999999,False,51,202307,1,0,0
1694835.3000000003,2,2011-01-28,42.83,3.01,211.8552668,8.027999999999999,False,52,202307,1,0,0
1929719.4400000002,2,2011-02-04,38.25,2.989,212.2240646,8.027999999999999,False,53,202307,1,0,0
2157801.06,2,2011-02-11,33.19,3.022,212.5928624,8.027999999999999,True,54,202307,1,0,0
2071649.12,2,2011-02-18,57.83,3.045,212.90331150000003,8.027999999999999,False,55,202307,1,0,0
1841164.0399999998,2,2011-02-25,60.8,3.065,213.190421,8.027999999999999,False,56,202307,1,0,0
1980929.4500000002,2,2011-03-04,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,False,57,202307,1,0,0
1879136.0200000003,2,2011-03-11,52.7,3.459,213.7646401,8.027999999999999,False,58,202307,1,0,0
1901782.9000000001,2,2011-03-18,62.32,3.488,214.0156238,8.027999999999999,False,59,202307,1,0,0
1764038.5699999998,2,2011-03-25,69.42,3.4730000000000003,214.2521573,8.027999999999999,False,60,202307,1,0,0
1798132.87,2,2011-04-01,55.43,3.524,214.48869080000003,7.931,False,61,202307,1,0,0
1844157.31,2,2011-04-08,67.0,3.622,214.7252242,7.931,False,62,202307,1,0,0
1851186.1899999997,2,2011-04-15,69.48,3.743,214.9420631,7.931,False,63,202307,1,0,0
1874089.3299999991,2,2011-04-22,69.39,3.807,215.1096657,7.931,False,64,202307,1,0,0
1741480.3800000001,2,2011-04-29,69.21,3.81,215.27726830000003,7.931,False,65,202307,1,0,0
1841469.0800000008,2,2011-05-06,61.48,3.906,215.44487090000004,7.931,False,66,202307,1,0,0
1847596.5199999998,2,2011-05-13,74.61,3.899,215.6124735,7.931,False,67,202307,1,0,0
1700047.94,2,2011-05-20,67.14,3.907,215.3834778,7.931,False,68,202307,1,0,0
1814349.46,2,2011-05-27,76.42,3.786,215.1544822,7.931,False,69,202307,1,0,0
1960271.1700000004,2,2011-06-03,83.07,3.699,214.92548650000003,7.931,False,70,202307,1,0,0
1954153.06,2,2011-06-10,83.4,3.648,214.6964908,7.931,False,71,202307,1,0,0
1968432.9499999997,2,2011-06-17,86.53,3.637,214.6513538,7.931,False,72,202307,1,0,0
1810560.8400000005,2,2011-06-24,85.17,3.594,214.7441108,7.931,False,73,202307,1,0,0
1917178.7700000003,2,2011-07-01,85.69,3.524,214.8368678,7.852,False,74,202307,1,0,0
1925019.2300000002,2,2011-07-08,87.7,3.48,214.9296249,7.852,False,75,202307,1,0,0
1841022.9500000004,2,2011-07-15,89.83,3.575,215.0134426,7.852,False,76,202307,1,0,0
1795548.33,2,2011-07-22,89.34,3.651,215.0749122,7.852,False,77,202307,1,0,0
1718996.6900000009,2,2011-07-29,90.07,3.682,215.1363819,7.852,False,78,202307,1,0,0
1913003.5200000003,2,2011-08-05,93.34,3.684,215.1978515,7.852,False,79,202307,1,0,0
1824667.7500000002,2,2011-08-12,91.58,3.638,215.2593211,7.852,False,80,202307,1,0,0
1846949.6399999994,2,2011-08-19,89.86,3.554,215.3229307,7.852,False,81,202307,1,0,0
1823895.2899999998,2,2011-08-26,90.45,3.523,215.38689700000003,7.852,False,82,202307,1,0,0
1810029.5999999996,2,2011-09-02,89.64,3.533,215.4508632,7.852,False,83,202307,1,0,0
1750074.02,2,2011-09-09,77.97,3.5460000000000003,215.5148295,7.852,True,84,202307,1,0,0
1698587.0199999998,2,2011-09-16,78.85,3.526,215.6944378,7.852,False,85,202307,1,0,0
1697582.01,2,2011-09-23,75.58,3.467,216.0282356,7.852,False,86,202307,1,0,0
1648293.5600000003,2,2011-09-30,78.14,3.355,216.3620333,7.852,False,87,202307,1,0,0
1829770.38,2,2011-10-07,69.92,3.285,216.6958311,7.441,False,88,202307,1,0,0
1735221.26,2,2011-10-14,71.67,3.274,217.0048261,7.441,False,89,202307,1,0,0
1821679.1700000002,2,2011-10-21,64.53,3.353,217.1650042,7.441,False,90,202307,1,0,0
1747361.8400000005,2,2011-10-28,65.87,3.372,217.3251824,7.441,False,91,202307,1,0,0
1943490.1000000006,2,2011-11-04,55.53,3.332,217.4853605,7.441,False,92,202307,1,0,0
1925087.969999999,2,2011-11-11,59.33,3.297,217.6455387,7.441,False,93,202307,1,0,0
1891323.9300000004,2,2011-11-18,62.01,3.3080000000000003,217.86702180000003,7.441,False,94,202307,1,0,0
2558404.3700000006,2,2011-11-25,56.36,3.236,218.1130269,7.441,True,95,202307,1,0,0
1886185.5799999998,2,2011-12-02,48.74,3.172,218.3590319,7.441,False,96,202307,1,0,0
2234029.7800000003,2,2011-12-09,41.76,3.158,218.605037,7.441,False,97,202307,1,0,0
2374794.9600000004,2,2011-12-16,50.13,3.159,218.82179280000003,7.441,False,98,202307,1,0,0
3177185.0800000005,2,2011-12-23,46.66,3.112,218.9995495,7.441,False,99,202307,1,0,0
1839708.79,2,2011-12-30,44.57,3.129,219.1773063,7.441,True,100,202307,1,0,0
1787965.31,2,2012-01-06,46.75,3.157,219.355063,7.057,False,101,202307,1,0,0
1741749.7600000002,2,2012-01-13,45.99,3.261,219.53281980000003,7.057,False,102,202307,1,0,0
1707592.2699999998,2,2012-01-20,51.7,3.268,219.6258417,7.057,False,103,202307,1,0,0
1658853.97,2,2012-01-27,50.5,3.29,219.7188636,7.057,False,104,202307,1,0,0
1932813.95,2,2012-02-03,55.21,3.36,219.8118854,7.057,False,105,202307,1,0,0
2092694.39,2,2012-02-10,46.98,3.409,219.9049073,7.057,True,106,202307,1,0,0
2166473.1,2,2012-02-17,43.82,3.51,220.0651993,7.057,False,107,202307,1,0,0
1865612.9300000004,2,2012-02-24,54.63,3.555,220.275944,7.057,False,108,202307,1,0,0
1960504.7599999995,2,2012-03-02,58.79,3.63,220.4866886,7.057,False,109,202307,1,0,0
1947571.95,2,2012-03-09,57.11,3.669,220.6974332,7.057,False,110,202307,1,0,0
1991125.3499999999,2,2012-03-16,63.68,3.734,220.8498468,7.057,False,111,202307,1,0,0
1805934.6600000001,2,2012-03-23,64.01,3.787,220.9244858,7.057,False,112,202307,1,0,0
1878813.8799999997,2,2012-03-30,66.83,3.845,220.9991248,7.057,False,113,202307,1,0,0
2108228.2600000002,2,2012-04-06,68.43,3.891,221.0737638,6.891,False,114,202307,1,0,0
1929461.9699999997,2,2012-04-13,68.08,3.891,221.1484028,6.891,False,115,202307,1,0,0
1845474.04,2,2012-04-20,65.69,3.877,221.2021074,6.891,False,116,202307,1,0,0
1765151.2299999997,2,2012-04-27,67.2,3.814,221.255812,6.891,False,117,202307,1,0,0
1920830.1700000004,2,2012-05-04,76.73,3.749,221.3095166,6.891,False,118,202307,1,0,0
1916450.9500000002,2,2012-05-11,73.87,3.688,221.3632212,6.891,False,119,202307,1,0,0
2000490.4499999995,2,2012-05-18,71.27,3.63,221.380331,6.891,False,120,202307,1,0,0
1912127.0899999999,2,2012-05-25,78.19,3.5610000000000004,221.3828029,6.891,False,121,202307,1,0,0
1911042.3000000003,2,2012-06-01,78.38,3.5010000000000003,221.3852748,6.891,False,122,202307,1,0,0
2010296.61,2,2012-06-08,78.69,3.452,221.3877467,6.891,False,123,202307,1,0,0
1963081.38,2,2012-06-15,80.56,3.393,221.4009901,6.891,False,124,202307,1,0,0
1887434.7099999993,2,2012-06-22,81.04,3.346,221.4411622,6.891,False,125,202307,1,0,0
1879641.9200000006,2,2012-06-29,86.32,3.286,221.48133430000004,6.891,False,126,202307,1,0,0
2039907.0000000005,2,2012-07-06,84.2,3.227,221.5215064,6.565,False,127,202307,1,0,0
1829565.9199999995,2,2012-07-13,80.17,3.256,221.5616784,6.565,False,128,202307,1,0,0
1820554.01,2,2012-07-20,83.23,3.3110000000000004,221.5701123,6.565,False,129,202307,1,0,0
1759184.8499999999,2,2012-07-27,86.37,3.407,221.5785461,6.565,False,130,202307,1,0,0
1946397.0100000005,2,2012-08-03,90.22,3.417,221.5869799,6.565,False,131,202307,1,0,0
1868008.3999999997,2,2012-08-10,88.55,3.494,221.5954138,6.565,False,132,202307,1,0,0
1926367.0100000002,2,2012-08-17,84.79,3.571,221.6751459,6.565,False,133,202307,1,0,0
1879349.18,2,2012-08-24,76.91,3.62,221.80835180000003,6.565,False,134,202307,1,0,0
1945876.7800000005,2,2012-08-31,82.64,3.638,221.9415576,6.565,False,135,202307,1,0,0
1898721.79,2,2012-09-07,87.65,3.73,222.0747635,6.565,True,136,202307,1,0,0
